Cargando SANTANDER BERSA 223 FEBRERO 2024.pdf...
Extraidas 572 transacciones. OCR: true

IDX | FECHA       | MONTO_R             | MONTO_D             | SALDO_EXT       | SALDO_CALC      | STATUS   | CONCEPTO
162 | 09-FEB-2024 |           11,597.80 |                     |      1146270.56 |      1146270.56 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BANORTE ALA 
163 | 09-FEB-2024 |           52,544.50 |                     |      1093726.06 |      1093726.06 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
164 | 09-FEB-2024 |            2,157.54 |                     |      1091568.52 |      1091568.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
165 | 09-FEB-2024 |           22,264.00 |                     |      1069304.52 |      1069304.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BANORTE ALA 
166 | 09-FEB-2024 |           71,148.98 |                     |       998155.54 |       998155.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BANORTE ALA 
167 | 09-FEB-2024 |            6,960.00 |                     |       991195.54 |       991195.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
168 | 09-FEB-2024 |            3,480.00 |                     |       987715.54 |       987715.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
169 | 09-FEB-2024 |           38,009.00 |                     |       949706.54 |       949706.54 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS HUGO ENRIQUE
170 | 09-FEB-2024 |            4,640.00 |                     |       945066.54 |       945066.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
171 | 09-FEB-2024 |            4,640.00 |                     |       940426.54 |       940426.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
172 | 09-FEB-2024 |            8,120.00 |                     |       932306.54 |       932306.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
173 | 09-FEB-2024 |            6,960.00 |                     |       925346.54 |       925346.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
174 | 09-FEB-2024 |            4,640.00 |                     |       920706.54 |       920706.54 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:09:18 ENVIADO A BBVA MEXICO 
175 | 09-FEB-2024 |           13,234.80 |                     |       907471.74 |       907471.74 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PATRONA | 
176 | 09-FEB-2024 |           28,703.50 |                     |       878768.24 |       878768.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BBVA MEXICO 
177 | 09-FEB-2024 |            1,450.00 |                     |       877318.24 |       877318.24 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE MT012005858
178 | 09-FEB-2024 |           45,715.00 |                     |       831603.24 |       831603.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A INBURSA ALA 
179 | 09-FEB-2024 |           15,660.00 |                     |       815943.24 |       815943.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANORTE ALA 
180 | 09-FEB-2024 |            6,000.00 |                     |       809943.24 |       809943.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BBVA MEXICO 
181 | 09-FEB-2024 |            1,856.00 |                     |       808087.24 |       808087.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANAMEX (— A
182 | 09-FEB-2024 |            4,820.00 |                     |       803267.24 |       803267.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BBVA MEXICO 
183 | 09-FEB-2024 |           12,915.00 |                     |       790352.24 |       790352.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANORTE A LA
184 | 09-FEB-2024 |            1,199.00 |                     |       789153.24 |       789153.24 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANAMEX A LA
185 | 09-FEB-2024 |          244,053.23 |                     |       545100.01 |       545100.01 | OK         | pooo000 CARO TRANSFERENCIA ENLACE PAGO FACTURAS MARTINA ERNE
186 | 09-FEB-2024 |            7,540.00 |                     |       537560.01 |       537560.01 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANREGIO ALA
187 | 09-FEB-2024 |           27,003.05 |                     |       510556.96 |       510556.96 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS MEXICANA
188 | 09-FEB-2024 |           16,472.50 |                     |       494084.46 |       494084.46 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANORTE A LA
189 | 09-FEB-2024 |           16,200.00 |                     |       477884.46 |       477884.46 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANAMEX (— A
190 | 09-FEB-2024 |           36,689.97 |                     |       441194.49 |       441194.49 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BBVA MEXICO 
191 | 09-FEB-2024 |           24,006.12 |                     |       417188.37 |       417188.37 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANCOPPEL AL
192 | 09-FEB-2024 |            1,080.00 |                     |       416108.37 |       416108.37 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PRACTIHIELO
193 | 09-FEB-2024 |           11,957.50 |                     |       404150.87 |       404150.87 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANAMEX ALA 
194 | 09-FEB-2024 |            8,500.81 |                     |       395650.06 |       395650.06 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANAMEX ALA 
195 | 09-FEB-2024 |           29,745.67 |                     |       365904.39 |       365904.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:10 ENVIADO A BANREGIO A L
196 | 09-FEB-2024 |           17,377.10 |                     |       348527.29 |       348527.29 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:20:11 ENVIADO A BANORTE — AL
197 | 09-FEB-2024 |           46,276.78 |                     |       302250.51 |       302250.51 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BBVA MEXICO 
198 | 09-FEB-2024 |           20,800.00 |                     |       281450.51 |       281450.51 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANREGIO ALA
199 | 09-FEB-2024 |            5,567.99 |                     |       275882.52 |       275882.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANAMEX ALA 
200 | 09-FEB-2024 |            6,213.00 |                     |       269669.52 |       269669.52 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A AZTECA ALA C
201 | 09-FEB-2024 |           20,095.84 |                     |       249573.68 |       249573.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANAMEX ALA 
202 | 09-FEB-2024 |           12,721.42 |                     |       236852.26 |       236852.26 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BBVA MEXICO 
203 | 09-FEB-2024 |           59,850.13 |                     |       177002.13 |       177002.13 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANORTE A LA
204 | 09-FEB-2024 |           24,167.00 |                     |       152835.13 |       152835.13 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANORTE ALA 
205 | 09-FEB-2024 |            1,129.00 |                     |       151706.13 |       151706.13 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANAMEX ALA 
206 | 09-FEB-2024 |            2,213.28 |                     |       149492.85 |       149492.85 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
207 | 09-FEB-2024 |            2,213.28 |                     |       147279.57 |       147279.57 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
208 | 09-FEB-2024 |            2,213.28 |                     |       145066.29 |       145066.29 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
209 | 09-FEB-2024 |            3,132.00 |                     |       141934.29 |       141934.29 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
210 | 09-FEB-2024 |            2,213.28 |                     |       139721.01 |       139721.01 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
211 | 09-FEB-2024 |            3,319.92 |                     |       136401.09 |       136401.09 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A INBURSA A LA
212 | 09-FEB-2024 |            3,393.71 |                     |       133007.38 |       133007.38 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANAMEX ALA 
213 | 09-FEB-2024 |           36,922.58 |                     |         96084.8 |         96084.8 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A HSBC ALA CUE
214 | 09-FEB-2024 |           13,458.50 |                     |         82626.3 |         82626.3 | OK         | PAGO TRANSFERENCIA SPEI HORA 11:32:16 ENVIADO A BANAMEX ALA 
215 | 09-FEB-2024 |            1,418.40 |                     |         81207.9 |         81207.9 | OK         | pooo000 CARO TRANSFERENCIA ENLACE PAGO FACTURA VERACRUZANA D
216 | 09-FEB-2024 |            2,176.19 |                     |        79031.71 |        79031.71 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURA VERACRUZANA DE GA s
217 | 09-FEB-2024 |            2,215.95 |                     |        76815.76 |        76815.76 | OK         | poooooo CO TRANSFERENCIA ENLACE PAGO FACTURA VERACRUZANA DE 
218 | 09-FEB-2024 |           33,246.92 |                     |        43568.84 |        43568.84 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
219 | 09-FEB-2024 |           29,663.20 |                     |        13905.64 |        13905.64 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA | d Santander B
220 | 09-FEB-2024 |                     |           50,000.00 |        63905.64 |        63905.64 | OK         | (0492081 ABONO TRANSFERENCIA SPEI HORA 15:14:40 RECIBIDO DE 
221 | 09-FEB-2024 |           48,486.35 |                     |        15419.29 |        15419.29 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
222 | 09-FEB-2024 |            2,193.18 |                     |        13226.11 |        13226.11 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
223 | 12-FEB-2024 |                     |          100,000.00 |       113226.11 |       113226.11 | OK         | ABONO TRANSFERENCIA SPEI HORA 13:11:50 RECIBIDO DE BANAMEX D
224 | 12-FEB-2024 |                     |          300,000.00 |       413226.11 |       413226.11 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
225 | 12-FEB-2024 |          367,180.00 |                     |        46046.11 |        46046.11 | OK         | PAGO TRANSFERENCIA SPEI HORA 13:27:55 ENVIADO A BBVA MEXICO 
226 | 12-FEB-2024 |           14,992.78 |                     |        31053.33 |        31053.33 | OK         | PAGO TRANSFERENCIA SPEI HORA 13:27:55 ENVIADO A BANAMEX ALA 
227 | 14-FEB-2024 |                     |          250,000.00 |                 |       281053.33 | NO_SALDO   | ABONO TRANSFERENCIA TEF HORA 03:08:28 RECIBIDO DE BBVA MEXIC
228 | 14-FEB-2024 |            4,772.00 |                     |       276281.33 |        26281.33 | ERR     250000 | CARGO TRANSFERENCIA ENLACE 019652007005842402220000047722
229 | 14-FEB-2024 |                     |        2,700,000.00 |      2976281.33 |      2976281.33 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
230 | 14-FEB-2024 |          450,000.00 |                     |      2526281.33 |      2526281.33 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PRESTAMO dd Santander Ba
231 | 14-FEB-2024 |            4,721.94 |                     |      2521559.39 |      2521559.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:14:24 ENVIADO A SCOTIABANK A
232 | 14-FEB-2024 |          420,000.00 |                     |      2101559.39 |      2101559.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:14:24 ENVIADO A BBVA MEXICO 
233 | 14-FEB-2024 |           40,000.00 |                     |      2061559.39 |      2061559.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:14:24 ENVIADO A BANORTE ALA 
234 | 14-FEB-2024 |          100,000.00 |                     |      1961559.39 |      1961559.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:14:24 ENVIADO A BANORTE ALA 
235 | 14-FEB-2024 |          720,000.00 |                     |      1241559.39 |      1241559.39 | OK         | PAGO TRANSFERENCIA SPEI HORA 14:14:24 ENVIADO A BANAMEX ALA 
236 | 15-FEB-2024 |           90,644.40 |                     |      1150914.99 |      1150914.99 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
237 | 15-FEB-2024 |                     |            5,934.58 |      1156849.57 |      1156849.57 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
238 | 15-FEB-2024 |           13,609.65 |                     |      1143239.92 |      1143239.92 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
239 | 15-FEB-2024 |           50,628.23 |                     |      1092611.69 |      1092611.69 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
240 | 15-FEB-2024 |                     |            4,056.49 |      1096668.18 |      1096668.18 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
241 | 15-FEB-2024 |                     |            4,619.93 |      1101288.11 |      1101288.11 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA
242 | 15-FEB-2024 |           16,592.20 |                     |      1084695.91 |      1084695.91 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
243 | 15-FEB-2024 |          415,487.76 |                     |       669208.15 |       669208.15 | OK         | (0000000 CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
244 | 15-FEB-2024 |          106,993.51 |                     |       562214.64 |       562214.64 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
245 | 15-FEB-2024 |           17,511.05 |                     |       544703.59 |       544703.59 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
246 | 15-FEB-2024 |                     |            3,552.37 |       548255.96 |       548255.96 | OK         | ABO POR DEVOLUCION PAGO NOMINA PAGO DE NOMINA d Santander Ba
247 | 15-FEB-2024 |           19,538.11 |                     |       528717.85 |       528717.85 | OK         | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
248 | 15-FEB-2024 |                     |        3,200,000.00 |      3728717.85 |      3728717.85 | OK         | ABONO TRANSFERENCIA ENLACE DISPOSICION DE CREDITO
249 | 15-FEB-2024 |        1,250,000.00 |                     |      2478717.85 |      2478717.85 | OK         | (0000000 CARGO TRANSFERENCIA ENLACE PRESTAMO
250 | 15-FEB-2024 |          550,000.00 |                     |      1928717.85 |      1928717.85 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:48:09 ENVIADO A BANAMEX A LA
251 | 15-FEB-2024 |            1,424.64 |                     |      1927293.21 |      1927293.21 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS GOLEM
252 | 15-FEB-2024 |           12,503.50 |                     |      1914789.71 |      1914789.71 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BANORTE A LA
253 | 15-FEB-2024 |           33,811.76 |                     |      1880977.95 |      1880977.95 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BANAMEX A LA
254 | 15-FEB-2024 |           25,465.53 |                     |      1855512.42 |      1855512.42 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS CHEF MART
255 | 15-FEB-2024 |           19,092.57 |                     |      1836419.85 |      1836419.85 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BBVA MEXICO 
256 | 15-FEB-2024 |          106,137.35 |                     |       1730282.5 |       1730282.5 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BBVA MEXICO 
257 | 15-FEB-2024 |           13,505.50 |                     |         1716777 |         1716777 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BBVA MEXICO 
258 | 15-FEB-2024 |           28,776.76 |                     |      1688000.24 |      1688000.24 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALGANI
259 | 15-FEB-2024 |            6,149.66 |                     |      1681850.58 |      1681850.58 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:38 ENVIADO A BBVA MEXICO 
260 | 15-FEB-2024 |           13,326.90 |                     |      1668523.68 |      1668523.68 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A BAJIO A LA C
261 | 15-FEB-2024 |           59,249.46 |                     |      1609274.22 |      1609274.22 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ABENAMAR
262 | 15-FEB-2024 |           14,076.00 |                     |      1595198.22 |      1595198.22 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A SCOTIABANK A
263 | 15-FEB-2024 |           45,304.10 |                     |      1549894.12 |      1549894.12 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A BANORTE A LA
264 | 15-FEB-2024 |           15,390.00 |                     |      1534504.12 |      1534504.12 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A AFIRME ALA C
265 | 15-FEB-2024 |          270,320.76 |                     |      1264183.36 |      1264183.36 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A BANAMEX A LA
266 | 15-FEB-2024 |           56,650.50 |                     |      1207532.86 |      1207532.86 | OK         | PAGO TRANSFERENCIA SPEI HORA 15:53:39 ENVIADO A BBVA MEXICO 
267 | 15-FEB-2024 |            8,189.81 |                     |      1199343.05 |      1199343.05 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS ALPHA
268 | 15-FEB-2024 |           43,070.50 |                     |      1156272.55 |      1156272.55 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BBVA MEXICO 
269 | 15-FEB-2024 |            8,631.70 |                     |      1147640.85 |      1147640.85 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BBVA MEXICO 
270 | 15-FEB-2024 |           22,603.00 |                     |      1125037.85 |      1125037.85 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANORTE ALA 
271 | 15-FEB-2024 |            6,109.02 |                     |      1118928.83 |      1118928.83 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BBVA MEXICO 
272 | 15-FEB-2024 |           24,482.11 |                     |      1094446.72 |      1094446.72 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANREGIO ALA
273 | 15-FEB-2024 |           99,172.05 |                     |       995274.67 |       995274.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANREGIO A L
274 | 15-FEB-2024 |           13,384.00 |                     |       981890.67 |       981890.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BBVA MEXICO 
275 | 15-FEB-2024 |              810.00 |                     |       981080.67 |       981080.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BBVA MEXICO 
276 | 15-FEB-2024 |            6,957.00 |                     |       974123.67 |       974123.67 | OK         | CARGO TRANSFERENCIA ENLACE PAGO FACTURAS PRACTIHIELO
277 | 15-FEB-2024 |              939.00 |                     |       973184.67 |       973184.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANAMEX (— A
278 | 15-FEB-2024 |              966.00 |                     |       972218.67 |       972218.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A AZTECA ALA C
279 | 15-FEB-2024 |            3,750.00 |                     |       968468.67 |       968468.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANORTE A LA
280 | 15-FEB-2024 |              910.00 |                     |       967558.67 |       967558.67 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANAMEX A LA
281 | 15-FEB-2024 |           16,465.17 |                     |        951093.5 |        951093.5 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANAMEX A LA
282 | 15-FEB-2024 |           55,955.36 |                     |       895138.14 |       895138.14 | OK         | PAGO TRANSFERENCIA SPEI HORA 16:00:26 ENVIADO A BANREGIO ALA
283 | 15-FEB-2024 |          117,380.41 |                     |       771157.73 |       777757.73 | ERR       6600 | CARGO PAGO NOMINA POR APLICAR PAGO DE NOMINA
284 | 15-FEB-2024 |            2,017.60 |                     |       775740.13 |       769140.13 | ERR       6600 | PAGO TRANSFERENCIA SPEI HORA 16:04:15 ENVIADO A BBVA MEXICO 
